				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	82.1739	103.4750	90.8696	
PARTITION (0,1)	86.5217	103.5062	89.1304	
PARTITION (1,0)	84.3478	103.4906	89.5652	
PARTITION (1,1)	84.7826	103.2566	89.1304	
PARTITION (2,0)	82.1739	103.2566	87.8261	
PARTITION (2,1)	84.7826	103.1942	88.2609	
PARTITION (3,0)	80.4348	103.5842	89.5652	
PARTITION (3,1)	81.3043	103.4282	87.3913	
PARTITION (4,0)	78.6957	103.3346	92.1739	
PARTITION (4,1)	86.5217	103.1942	86.0870	
MEAN			83.1739	103.3720	89.0000	
STDEV			2.4904	0.1326	1.6505	
