				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7391	104.2862	88.6957	
PARTITION (0,1)	80.8696	104.3798	88.2609	
PARTITION (1,0)	82.1739	104.5202	91.7391	
PARTITION (1,1)	79.5652	104.5982	83.9130	
PARTITION (2,0)	84.3478	104.4266	89.1304	
PARTITION (2,1)	84.7826	104.4734	93.0435	
PARTITION (3,0)	79.5652	104.5358	88.2609	
PARTITION (3,1)	83.9130	104.4110	90.8696	
PARTITION (4,0)	85.2174	104.5202	93.0435	
PARTITION (4,1)	84.3478	104.4266	89.5652	
MEAN			82.6522	104.4578	89.6522	
STDEV			2.0434	0.0827	2.5854	
