				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.3662	92.3522	96.8421	
PARTITION (0,1)	94.7368	91.8218	97.1831	
PARTITION (1,0)	94.3662	92.2586	97.1930	
PARTITION (1,1)	96.4912	91.6814	96.1268	
PARTITION (2,0)	96.4789	92.3054	95.0877	
PARTITION (2,1)	93.3333	91.8686	97.8873	
PARTITION (3,0)	94.7183	92.5238	98.5965	
PARTITION (3,1)	95.7895	91.9310	95.7747	
PARTITION (4,0)	96.1268	92.3990	96.4912	
PARTITION (4,1)	94.7368	91.9154	97.5352	
MEAN			95.1144	92.1057	96.8718	
STDEV			0.9985	0.2760	0.9867	
