				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.0704	92.2898	98.5965	
PARTITION (0,1)	98.2456	91.8374	97.5352	
PARTITION (1,0)	97.5352	93.1166	98.9474	
PARTITION (1,1)	94.7368	91.7438	98.2394	
PARTITION (2,0)	98.2394	92.4770	96.8421	
PARTITION (2,1)	94.3860	91.6970	98.9437	
PARTITION (3,0)	95.7747	92.3210	95.0877	
PARTITION (3,1)	91.9298	91.6814	96.8310	
PARTITION (4,0)	95.0704	92.7110	97.8947	
PARTITION (4,1)	95.4386	91.7126	97.1831	
MEAN			95.6427	92.1587	97.6101	
STDEV			1.8438	0.4780	1.1298	
