				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.4225	93.5378	97.1930	
PARTITION (0,1)	95.7895	92.9762	94.3662	
PARTITION (1,0)	94.7183	93.6002	97.1930	
PARTITION (1,1)	96.8421	93.0230	95.4225	
PARTITION (2,0)	96.1268	93.8186	96.8421	
PARTITION (2,1)	95.0877	92.8358	96.4789	
PARTITION (3,0)	94.7183	93.3974	96.4912	
PARTITION (3,1)	96.1404	92.9450	97.8873	
PARTITION (4,0)	96.4789	93.5846	96.1404	
PARTITION (4,1)	94.0351	93.1010	97.1831	
MEAN			95.5359	93.2819	96.5198	
STDEV			0.8472	0.3278	0.9647	
