				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7391	0.0156	82.6087	
PARTITION (0,1)	80.8696	0.0156	83.4783	
PARTITION (1,0)	78.6957	0.0000	85.6522	
PARTITION (1,1)	83.9130	0.0156	80.8696	
PARTITION (2,0)	83.9130	0.0156	81.7391	
PARTITION (2,1)	80.8696	0.0000	82.1739	
PARTITION (3,0)	79.5652	0.0156	83.4783	
PARTITION (3,1)	82.6087	0.0156	78.2609	
PARTITION (4,0)	79.1304	0.0000	83.0435	
PARTITION (4,1)	81.7391	0.0156	77.3913	
MEAN			81.3043	0.0109	81.8696	
STDEV			1.7501	0.0071	2.3580	
