				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	0.0156	77.8846	
PARTITION (0,1)	77.8846	0.0000	80.7692	
PARTITION (1,0)	80.7692	0.0000	84.6154	
PARTITION (1,1)	84.6154	0.0000	80.7692	
PARTITION (2,0)	82.6923	0.0000	75.9615	
PARTITION (2,1)	75.9615	0.0000	82.6923	
PARTITION (3,0)	82.6923	0.0000	77.8846	
PARTITION (3,1)	77.8846	0.0000	82.6923	
PARTITION (4,0)	85.5769	0.0000	76.9231	
PARTITION (4,1)	76.9231	0.0000	85.5769	
MEAN			80.5769	0.0016	80.5769	
STDEV			3.1542	0.0047	3.1542	
