				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.0704	92.9918	96.4912	
PARTITION (0,1)	94.7368	92.4926	97.5352	
PARTITION (1,0)	96.1268	92.9138	97.5439	
PARTITION (1,1)	94.0351	92.3990	97.1831	
PARTITION (2,0)	94.7183	93.0230	97.5439	
PARTITION (2,1)	96.1404	92.4302	95.7747	
PARTITION (3,0)	95.7747	93.1010	97.8947	
PARTITION (3,1)	94.0351	92.4614	96.4789	
PARTITION (4,0)	97.8873	93.0542	95.4386	
PARTITION (4,1)	93.6842	92.3522	98.5916	
MEAN			95.2209	92.7219	97.0476	
STDEV			1.2151	0.3014	0.9328	
