				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	22.7136	91.3462	
PARTITION (0,1)	84.6154	22.6356	89.4231	
PARTITION (1,0)	88.4615	22.7136	87.5000	
PARTITION (1,1)	76.9231	22.6200	94.2308	
PARTITION (2,0)	84.6154	22.5732	84.6154	
PARTITION (2,1)	81.7308	22.6512	89.4231	
PARTITION (3,0)	86.5385	22.5732	92.3077	
PARTITION (3,1)	82.6923	22.6200	90.3846	
PARTITION (4,0)	79.8077	22.6356	91.3462	
PARTITION (4,1)	88.4615	22.7448	89.4231	
MEAN			83.4615	22.6481	90.0000	
STDEV			3.5926	0.0552	2.5148	
