				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	85.6522	104.2862	88.6957	
PARTITION (0,1)	83.9130	104.8946	85.6522	
PARTITION (1,0)	86.5217	104.9414	92.1739	
PARTITION (1,1)	82.6087	104.4422	86.5217	
PARTITION (2,0)	77.8261	104.4578	91.3043	
PARTITION (2,1)	77.8261	104.5046	88.6957	
PARTITION (3,0)	82.1739	104.5514	80.8696	
PARTITION (3,1)	76.9565	104.4578	90.0000	
PARTITION (4,0)	83.9130	104.2394	94.3478	
PARTITION (4,1)	86.5217	104.3174	88.6957	
MEAN			82.3913	104.5093	88.6957	
STDEV			3.4742	0.2253	3.5747	
