				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.1268	3.9936	96.1404	
PARTITION (0,1)	95.7895	6.8172	97.8873	
PARTITION (1,0)	95.4225	5.3040	96.8421	
PARTITION (1,1)	95.0877	3.9780	95.7747	
PARTITION (2,0)	93.3099	5.8968	97.5439	
PARTITION (2,1)	94.7368	6.2244	95.7747	
PARTITION (3,0)	95.4225	5.5380	97.8947	
PARTITION (3,1)	95.7895	4.4928	97.5352	
PARTITION (4,0)	97.5352	6.8640	96.4912	
PARTITION (4,1)	93.3333	4.8672	98.5916	
MEAN			95.2554	5.3976	97.0476	
STDEV			1.1981	1.0106	0.9333	
