				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	82.6923	23.0412	88.4615	
PARTITION (0,1)	82.6923	23.0100	82.6923	
PARTITION (1,0)	84.6154	23.0100	82.6923	
PARTITION (1,1)	77.8846	22.9320	93.2692	
PARTITION (2,0)	86.5385	22.9164	80.7692	
PARTITION (2,1)	75.9615	22.9320	87.5000	
PARTITION (3,0)	85.5769	23.1816	87.5000	
PARTITION (3,1)	79.8077	22.9320	85.5769	
PARTITION (4,0)	78.8462	23.1036	90.3846	
PARTITION (4,1)	89.4231	22.9944	85.5769	
MEAN			82.4038	23.0054	86.4423	
STDEV			4.0349	0.0816	3.6093	
