				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7308	22.4016	86.5385	
PARTITION (0,1)	82.6923	22.4172	87.5000	
PARTITION (1,0)	81.7308	22.4484	88.4615	
PARTITION (1,1)	84.6154	22.3860	88.4615	
PARTITION (2,0)	83.6538	22.4016	83.6538	
PARTITION (2,1)	79.8077	22.4172	88.4615	
PARTITION (3,0)	84.6154	22.4172	85.5769	
PARTITION (3,1)	76.9231	22.3548	86.5385	
PARTITION (4,0)	88.4615	22.4484	85.5769	
PARTITION (4,1)	76.9231	22.4016	91.3462	
MEAN			82.1154	22.4094	87.2115	
STDEV			3.3914	0.0265	2.0194	
