				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.4789	93.6626	99.2982	
PARTITION (0,1)	98.2456	92.8514	96.1268	
PARTITION (1,0)	97.5352	93.9278	96.8421	
PARTITION (1,1)	94.0351	92.9138	98.5916	
PARTITION (2,0)	95.4225	93.6158	94.7368	
PARTITION (2,1)	94.0351	92.8826	98.2394	
PARTITION (3,0)	95.7747	93.5378	93.3333	
PARTITION (3,1)	92.2807	92.8202	96.4789	
PARTITION (4,0)	96.1268	93.8966	97.5439	
PARTITION (4,1)	96.1404	92.9606	96.8310	
MEAN			95.6075	93.3069	96.8022	
STDEV			1.6750	0.4364	1.7002	
