				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7391	110.3546	94.3478	
PARTITION (0,1)	83.9130	110.4482	91.3043	
PARTITION (1,0)	84.7826	110.7134	91.3043	
PARTITION (1,1)	83.9130	110.1518	93.0435	
PARTITION (2,0)	82.6087	110.1986	91.3043	
PARTITION (2,1)	83.4783	110.0270	91.7391	
PARTITION (3,0)	78.6957	110.4326	93.0435	
PARTITION (3,1)	84.3478	110.2454	90.4348	
PARTITION (4,0)	80.4348	110.2454	96.5217	
PARTITION (4,1)	87.8261	110.1674	88.6957	
MEAN			83.1739	110.2984	92.1739	
STDEV			2.3819	0.1822	2.0670	
