				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.7747	92.8670	99.2982	
PARTITION (0,1)	97.5439	92.2118	98.2394	
PARTITION (1,0)	97.1831	93.1634	98.2456	
PARTITION (1,1)	96.8421	92.3366	98.5916	
PARTITION (2,0)	97.5352	93.1010	96.8421	
PARTITION (2,1)	94.3860	92.3678	99.2958	
PARTITION (3,0)	94.7183	92.9762	96.1404	
PARTITION (3,1)	92.2807	92.2430	97.8873	
PARTITION (4,0)	95.7747	93.3038	98.2456	
PARTITION (4,1)	94.7368	92.3210	97.8873	
MEAN			95.6775	92.6891	98.0673	
STDEV			1.5999	0.4098	0.9307	
