				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	22.6512	89.4231	
PARTITION (0,1)	79.8077	22.7292	91.3462	
PARTITION (1,0)	83.6538	22.6980	89.4231	
PARTITION (1,1)	86.5385	22.6668	93.2692	
PARTITION (2,0)	79.8077	22.7136	87.5000	
PARTITION (2,1)	75.0000	22.6512	90.3846	
PARTITION (3,0)	83.6538	22.6824	87.5000	
PARTITION (3,1)	83.6538	22.6668	89.4231	
PARTITION (4,0)	85.5769	22.7292	85.5769	
PARTITION (4,1)	81.7308	22.6824	92.3077	
MEAN			82.0192	22.6871	89.6154	
STDEV			3.1904	0.0271	2.2260	
