				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	93.6620	92.3210	98.9474	
PARTITION (0,1)	97.5439	91.6190	98.2394	
PARTITION (1,0)	97.1831	92.5238	98.2456	
PARTITION (1,1)	93.6842	91.6814	98.2394	
PARTITION (2,0)	96.1268	92.4614	96.4912	
PARTITION (2,1)	94.3860	91.6658	98.9437	
PARTITION (3,0)	95.4225	92.3366	96.1404	
PARTITION (3,1)	91.9298	91.6034	97.8873	
PARTITION (4,0)	95.0704	92.7266	97.8947	
PARTITION (4,1)	95.7895	91.7126	97.8873	
MEAN			95.0798	92.0651	97.8916	
STDEV			1.6301	0.4227	0.8728	
