				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	75.9615	0.0000	82.6923	
PARTITION (0,1)	82.6923	0.0000	79.8077	
PARTITION (1,0)	82.6923	0.0000	83.6538	
PARTITION (1,1)	77.8846	0.0000	84.6154	
PARTITION (2,0)	78.8462	0.0000	79.8077	
PARTITION (2,1)	87.5000	0.0000	78.8462	
PARTITION (3,0)	78.8462	0.0000	84.6154	
PARTITION (3,1)	79.8077	0.0000	79.8077	
PARTITION (4,0)	85.5769	0.0000	82.6923	
PARTITION (4,1)	83.6538	0.0000	81.7308	
MEAN			81.3462	0.0000	81.8269	
STDEV			3.4722	0.0000	2.0377	
