				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	86.5385	0.0156	86.5385	
PARTITION (0,1)	86.5385	0.0000	86.5385	
PARTITION (1,0)	85.5769	0.0000	84.6154	
PARTITION (1,1)	84.6154	0.0000	85.5769	
PARTITION (2,0)	83.6538	0.0000	81.7308	
PARTITION (2,1)	81.7308	0.0156	83.6538	
PARTITION (3,0)	85.5769	0.0000	81.7308	
PARTITION (3,1)	81.7308	0.0000	85.5769	
PARTITION (4,0)	75.9615	0.0000	84.6154	
PARTITION (4,1)	84.6154	0.0000	75.9615	
MEAN			83.6538	0.0031	83.6538	
STDEV			3.0405	0.0062	3.0405	
