				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	83.0435	103.4594	86.5217	
PARTITION (0,1)	81.7391	103.6466	90.4348	
PARTITION (1,0)	83.0435	103.7246	92.6087	
PARTITION (1,1)	89.1304	103.7870	87.8261	
PARTITION (2,0)	85.6522	103.5998	90.8696	
PARTITION (2,1)	85.6522	103.4750	91.7391	
PARTITION (3,0)	82.6087	103.6778	91.3043	
PARTITION (3,1)	84.7826	103.6778	87.3913	
PARTITION (4,0)	80.4348	103.7558	90.0000	
PARTITION (4,1)	83.0435	103.5998	89.5652	
MEAN			83.9130	103.6403	89.8261	
STDEV			2.3416	0.1036	1.8971	
