				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	22.7760	88.4615	
PARTITION (0,1)	85.5769	22.7604	86.5385	
PARTITION (1,0)	84.6154	22.7760	88.4615	
PARTITION (1,1)	77.8846	22.6980	86.5385	
PARTITION (2,0)	82.6923	22.6668	89.4231	
PARTITION (2,1)	83.6538	22.7292	83.6538	
PARTITION (3,0)	83.6538	22.9944	82.6923	
PARTITION (3,1)	79.8077	22.8228	90.3846	
PARTITION (4,0)	76.9231	22.7604	86.5385	
PARTITION (4,1)	85.5769	22.7760	82.6923	
MEAN			82.1154	22.7760	86.5385	
STDEV			2.9542	0.0838	2.6155	
