				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.4789	93.5378	98.9474	
PARTITION (0,1)	97.5439	92.8826	98.5916	
PARTITION (1,0)	96.4789	93.8654	98.2456	
PARTITION (1,1)	96.8421	92.9294	98.5916	
PARTITION (2,0)	96.1268	93.6314	97.5439	
PARTITION (2,1)	93.3333	93.0074	98.9437	
PARTITION (3,0)	94.7183	93.6314	96.8421	
PARTITION (3,1)	92.9825	92.9138	97.8873	
PARTITION (4,0)	94.7183	93.9278	98.2456	
PARTITION (4,1)	97.1930	93.0074	97.8873	
MEAN			95.6416	93.3334	98.1726	
STDEV			1.5233	0.4014	0.6242	
