				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	76.9231	22.9008	93.2692	
PARTITION (0,1)	85.5769	22.8540	91.3462	
PARTITION (1,0)	86.5385	22.8696	90.3846	
PARTITION (1,1)	77.8846	22.8384	94.2308	
PARTITION (2,0)	81.7308	22.8228	91.3462	
PARTITION (2,1)	75.0000	22.8228	92.3077	
PARTITION (3,0)	82.6923	22.8228	92.3077	
PARTITION (3,1)	84.6154	22.7916	93.2692	
PARTITION (4,0)	80.7692	22.8852	94.2308	
PARTITION (4,1)	90.3846	22.9164	90.3846	
MEAN			82.2115	22.8525	92.3077	
STDEV			4.5152	0.0375	1.3600	
