				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.4225	95.1758	96.4912	
PARTITION (0,1)	94.0351	94.5050	96.1268	
PARTITION (1,0)	97.5352	95.4098	95.7895	
PARTITION (1,1)	95.0877	104.1926	96.4789	
PARTITION (2,0)	93.3099	94.6142	95.4386	
PARTITION (2,1)	95.4386	94.1462	94.7183	
PARTITION (3,0)	96.4789	94.5986	98.2456	
PARTITION (3,1)	94.7368	93.9122	95.7747	
PARTITION (4,0)	95.7747	94.6922	93.6842	
PARTITION (4,1)	93.6842	93.9590	98.2394	
MEAN			95.1504	95.5205	96.0987	
STDEV			1.2231	2.9267	1.3365	
