				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.0704	93.6158	95.0877	
PARTITION (0,1)	94.3860	92.9918	96.1268	
PARTITION (1,0)	94.0141	93.4286	97.1930	
PARTITION (1,1)	96.4912	92.8514	94.3662	
PARTITION (2,0)	97.1831	93.4910	94.0351	
PARTITION (2,1)	94.3860	92.9918	96.8310	
PARTITION (3,0)	93.3099	93.6314	97.8947	
PARTITION (3,1)	95.7895	93.0386	95.0704	
PARTITION (4,0)	94.0141	93.5534	95.7895	
PARTITION (4,1)	94.7368	93.0698	97.8873	
MEAN			94.9381	93.2663	96.0282	
STDEV			1.1495	0.2881	1.3247	
