				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	22.7604	91.3462	
PARTITION (0,1)	80.7692	22.7136	88.4615	
PARTITION (1,0)	81.7308	22.6668	93.2692	
PARTITION (1,1)	81.7308	22.6200	90.3846	
PARTITION (2,0)	75.0000	22.6200	92.3077	
PARTITION (2,1)	86.5385	22.9164	86.5385	
PARTITION (3,0)	78.8462	22.6668	92.3077	
PARTITION (3,1)	84.6154	22.6824	88.4615	
PARTITION (4,0)	83.6538	22.6980	92.3077	
PARTITION (4,1)	88.4615	22.7136	93.2692	
MEAN			82.2115	22.7058	90.8654	
STDEV			3.6552	0.0816	2.2031	
