				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	83.4783	110.8850	94.3478	
PARTITION (0,1)	83.0435	110.9630	92.1739	
PARTITION (1,0)	85.2174	110.8538	93.4783	
PARTITION (1,1)	81.3043	111.0254	93.0435	
PARTITION (2,0)	85.2174	110.8382	91.3043	
PARTITION (2,1)	83.0435	111.3374	93.9130	
PARTITION (3,0)	86.9565	111.2126	90.4348	
PARTITION (3,1)	79.5652	110.9162	94.3478	
PARTITION (4,0)	83.4783	110.7446	93.0435	
PARTITION (4,1)	86.0870	110.6822	91.7391	
MEAN			83.7391	110.9458	92.7826	
STDEV			2.1141	0.1875	1.2632	
