				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.3662	92.4614	97.8947	
PARTITION (0,1)	95.4386	91.9310	97.5352	
PARTITION (1,0)	94.0141	92.5082	99.2982	
PARTITION (1,1)	97.1930	91.9154	97.1831	
PARTITION (2,0)	95.7747	92.6486	97.5439	
PARTITION (2,1)	93.6842	91.5878	97.8873	
PARTITION (3,0)	94.3662	92.3054	97.8947	
PARTITION (3,1)	95.7895	91.7750	97.5352	
PARTITION (4,0)	97.5352	92.4146	97.5439	
PARTITION (4,1)	95.4386	91.8530	98.9437	
MEAN			95.3600	92.1400	97.9260	
STDEV			1.2267	0.3494	0.6389	
