				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	83.9130	103.1786	90.0000	
PARTITION (0,1)	86.0870	103.4282	89.5652	
PARTITION (1,0)	87.3913	103.4906	89.1304	
PARTITION (1,1)	82.1739	103.2254	90.4348	
PARTITION (2,0)	85.2174	103.2878	88.6957	
PARTITION (2,1)	79.1304	103.3814	89.5652	
PARTITION (3,0)	87.8261	103.3658	85.6522	
PARTITION (3,1)	80.4348	103.3190	91.7391	
PARTITION (4,0)	83.4783	103.1474	91.7391	
PARTITION (4,1)	86.9565	103.2254	89.5652	
MEAN			84.2609	103.3049	89.6087	
STDEV			2.8296	0.0988	1.6320	
