				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.4225	92.3990	96.8421	
PARTITION (0,1)	95.7895	91.9310	98.2394	
PARTITION (1,0)	95.4225	92.2430	97.5439	
PARTITION (1,1)	95.7895	91.7594	97.8873	
PARTITION (2,0)	93.3099	92.3990	98.2456	
PARTITION (2,1)	95.7895	91.8218	95.7747	
PARTITION (3,0)	95.4225	92.4302	97.8947	
PARTITION (3,1)	96.1404	91.8530	97.5352	
PARTITION (4,0)	98.2394	92.4614	95.7895	
PARTITION (4,1)	94.3860	91.7126	98.5916	
MEAN			95.5712	92.1010	97.4344	
STDEV			1.1904	0.2965	0.9432	
