				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.8310	92.3366	97.1930	
PARTITION (0,1)	96.1404	91.9310	98.2394	
PARTITION (1,0)	95.0704	92.3054	97.8947	
PARTITION (1,1)	95.7895	91.8530	97.8873	
PARTITION (2,0)	94.0141	92.4770	98.5965	
PARTITION (2,1)	95.7895	91.8998	96.4789	
PARTITION (3,0)	95.0704	92.4770	97.8947	
PARTITION (3,1)	96.1404	91.8686	97.8873	
PARTITION (4,0)	97.8873	92.4614	96.4912	
PARTITION (4,1)	94.7368	91.7438	99.2958	
MEAN			95.7470	92.1353	97.7859	
STDEV			1.0496	0.2830	0.8321	
