				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	96.4789	94.4582	99.2982	
PARTITION (0,1)	97.8947	93.8030	98.5916	
PARTITION (1,0)	95.7747	94.7390	98.5965	
PARTITION (1,1)	94.0351	93.9746	98.5916	
PARTITION (2,0)	96.8310	94.5362	96.8421	
PARTITION (2,1)	91.9298	93.7718	98.9437	
PARTITION (3,0)	95.7747	94.4270	96.8421	
PARTITION (3,1)	91.5789	93.6158	97.8873	
PARTITION (4,0)	95.0704	94.8326	98.2456	
PARTITION (4,1)	95.4386	93.7250	97.8873	
MEAN			95.0807	94.1883	98.1726	
STDEV			1.9319	0.4330	0.7819	
