				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	84.3478	104.5046	92.1739	
PARTITION (0,1)	85.2174	104.5982	93.4783	
PARTITION (1,0)	82.6087	104.6294	89.1304	
PARTITION (1,1)	84.7826	104.4266	89.5652	
PARTITION (2,0)	82.6087	104.4578	86.9565	
PARTITION (2,1)	79.1304	104.3642	86.0870	
PARTITION (3,0)	80.0000	104.5826	84.7826	
PARTITION (3,1)	86.0870	104.3954	90.4348	
PARTITION (4,0)	75.2174	104.4422	91.3043	
PARTITION (4,1)	85.6522	104.3330	84.3478	
MEAN			82.5652	104.4734	88.8261	
STDEV			3.3081	0.0938	2.9937	
