				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7308	22.7136	92.3077	
PARTITION (0,1)	87.5000	22.6824	92.3077	
PARTITION (1,0)	87.5000	22.6668	90.3846	
PARTITION (1,1)	78.8462	22.6512	95.1923	
PARTITION (2,0)	86.5385	22.6356	88.4615	
PARTITION (2,1)	80.7692	22.6512	93.2692	
PARTITION (3,0)	87.5000	22.6044	91.3462	
PARTITION (3,1)	82.6923	22.6200	93.2692	
PARTITION (4,0)	77.8846	22.6668	93.2692	
PARTITION (4,1)	87.5000	22.7604	89.4231	
MEAN			83.8462	22.6653	91.9231	
STDEV			3.6940	0.0435	1.9327	
