				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	84.6154	22.4796	91.3462	
PARTITION (0,1)	81.7308	22.4640	90.3846	
PARTITION (1,0)	91.3462	22.4640	88.4615	
PARTITION (1,1)	76.9231	22.4328	94.2308	
PARTITION (2,0)	86.5385	22.4172	89.4231	
PARTITION (2,1)	79.8077	22.4172	92.3077	
PARTITION (3,0)	83.6538	22.4172	91.3462	
PARTITION (3,1)	82.6923	22.3860	93.2692	
PARTITION (4,0)	82.6923	22.4484	93.2692	
PARTITION (4,1)	84.6154	22.5264	89.4231	
MEAN			83.4615	22.4453	91.3462	
STDEV			3.6691	0.0375	1.8243	
