				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	88.4615	23.1816	94.2308	
PARTITION (0,1)	87.5000	23.1660	92.3077	
PARTITION (1,0)	85.5769	23.1660	93.2692	
PARTITION (1,1)	77.8846	23.1192	93.2692	
PARTITION (2,0)	82.6923	23.0880	91.3462	
PARTITION (2,1)	83.6538	23.1192	91.3462	
PARTITION (3,0)	87.5000	23.1660	89.4231	
PARTITION (3,1)	82.6923	23.1660	94.2308	
PARTITION (4,0)	79.8077	23.1348	93.2692	
PARTITION (4,1)	86.5385	23.1660	90.3846	
MEAN			84.2308	23.1473	92.3077	
STDEV			3.3365	0.0292	1.5506	
