				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.7183	93.7250	97.8947	
PARTITION (0,1)	96.4912	93.1166	97.1831	
PARTITION (1,0)	94.0141	93.6158	97.1930	
PARTITION (1,1)	93.3333	92.8358	96.4789	
PARTITION (2,0)	95.7747	94.1774	97.5439	
PARTITION (2,1)	94.7368	93.2726	98.2394	
PARTITION (3,0)	96.8310	93.5066	96.8421	
PARTITION (3,1)	92.6316	93.0542	98.9437	
PARTITION (4,0)	95.0704	93.8030	98.5965	
PARTITION (4,1)	95.4386	93.2102	96.8310	
MEAN			94.9040	93.4317	97.5746	
STDEV			1.2562	0.3853	0.7781	
