				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	84.3478	103.5686	89.5652	
PARTITION (0,1)	85.6522	103.5686	93.0435	
PARTITION (1,0)	84.3478	103.7402	90.8696	
PARTITION (1,1)	80.8696	103.6310	91.7391	
PARTITION (2,0)	81.7391	103.8494	90.4348	
PARTITION (2,1)	87.8261	103.7558	92.1739	
PARTITION (3,0)	81.7391	103.9430	92.1739	
PARTITION (3,1)	86.5217	103.8182	90.8696	
PARTITION (4,0)	81.7391	103.8806	90.4348	
PARTITION (4,1)	85.6522	103.8962	90.0000	
MEAN			84.0435	103.7651	91.1304	
STDEV			2.2764	0.1362	1.0509	
