				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	88.4615	23.1348	94.2308	
PARTITION (0,1)	87.5000	23.1348	92.3077	
PARTITION (1,0)	85.5769	23.1972	93.2692	
PARTITION (1,1)	77.8846	23.0568	93.2692	
PARTITION (2,0)	83.6538	23.0724	91.3462	
PARTITION (2,1)	83.6538	23.1036	91.3462	
PARTITION (3,0)	87.5000	23.1036	89.4231	
PARTITION (3,1)	82.6923	23.1348	94.2308	
PARTITION (4,0)	79.8077	23.1504	93.2692	
PARTITION (4,1)	86.5385	23.1348	90.3846	
MEAN			84.3269	23.1224	92.3077	
STDEV			3.3045	0.0383	1.5506	
