				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	93.3099	0.0156	95.4386	
PARTITION (0,1)	95.4386	0.0156	92.9577	
PARTITION (1,0)	93.6620	0.0000	96.8421	
PARTITION (1,1)	97.1930	0.0156	95.0704	
PARTITION (2,0)	95.0704	0.0156	95.0877	
PARTITION (2,1)	95.0877	0.0156	95.0704	
PARTITION (3,0)	95.0704	0.0000	95.7895	
PARTITION (3,1)	95.7895	0.0156	95.0704	
PARTITION (4,0)	96.1268	0.0000	94.7368	
PARTITION (4,1)	94.3860	0.0156	96.1268	
MEAN			95.1134	0.0109	95.2190	
STDEV			1.0866	0.0071	0.9627	
