				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	85.5769	22.4328	94.2308	
PARTITION (0,1)	92.3077	22.4328	91.3462	
PARTITION (1,0)	82.6923	22.4484	91.3462	
PARTITION (1,1)	86.5385	22.4328	91.3462	
PARTITION (2,0)	86.5385	22.3860	91.3462	
PARTITION (2,1)	85.5769	22.3704	91.3462	
PARTITION (3,0)	86.5385	22.4016	89.4231	
PARTITION (3,1)	77.8846	22.4172	93.2692	
PARTITION (4,0)	74.0385	22.4484	91.3462	
PARTITION (4,1)	85.5769	22.4172	86.5385	
MEAN			84.3269	22.4188	91.1538	
STDEV			4.8278	0.0259	1.9613	
