				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.3662	94.5986	97.5439	
PARTITION (0,1)	95.4386	93.8810	97.5352	
PARTITION (1,0)	95.4225	94.4738	99.6491	
PARTITION (1,1)	97.5439	93.7250	97.1831	
PARTITION (2,0)	95.4225	94.5986	98.2456	
PARTITION (2,1)	94.0351	93.6626	98.5916	
PARTITION (3,0)	95.4225	94.4894	97.5439	
PARTITION (3,1)	95.4386	93.9590	98.2394	
PARTITION (4,0)	96.8310	94.4582	97.5439	
PARTITION (4,1)	94.3860	94.0526	98.9437	
MEAN			95.4307	94.1898	98.1019	
STDEV			1.0298	0.3522	0.7402	
