				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	83.6538	0.0000	81.7308	
PARTITION (0,1)	82.6923	0.0000	82.6923	
PARTITION (1,0)	80.7692	0.0000	82.6923	
PARTITION (1,1)	82.6923	0.0000	78.8462	
PARTITION (2,0)	86.5385	0.0000	80.7692	
PARTITION (2,1)	79.8077	0.0156	87.5000	
PARTITION (3,0)	80.7692	0.0000	88.4615	
PARTITION (3,1)	88.4615	0.0000	79.8077	
PARTITION (4,0)	83.6538	0.0000	82.6923	
PARTITION (4,1)	82.6923	0.0000	83.6538	
MEAN			83.1731	0.0016	82.8846	
STDEV			2.5164	0.0047	2.9102	
