				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	79.8077	22.7292	85.5769	
PARTITION (0,1)	81.7308	22.6512	89.4231	
PARTITION (1,0)	81.7308	22.7604	88.4615	
PARTITION (1,1)	87.5000	22.7448	83.6538	
PARTITION (2,0)	83.6538	22.7136	84.6154	
PARTITION (2,1)	83.6538	22.7448	85.5769	
PARTITION (3,0)	82.6923	22.7604	87.5000	
PARTITION (3,1)	83.6538	22.7448	87.5000	
PARTITION (4,0)	84.6154	22.8228	85.5769	
PARTITION (4,1)	85.5769	22.7292	90.3846	
MEAN			83.4615	22.7402	86.8269	
STDEV			2.0535	0.0413	2.0646	
