				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	87.5000	22.6200	93.2692	
PARTITION (0,1)	88.4615	22.6668	89.4231	
PARTITION (1,0)	83.6538	22.6512	91.3462	
PARTITION (1,1)	83.6538	22.5576	92.3077	
PARTITION (2,0)	83.6538	22.5732	90.3846	
PARTITION (2,1)	80.7692	22.6200	89.4231	
PARTITION (3,0)	86.5385	22.5420	87.5000	
PARTITION (3,1)	79.8077	22.6512	90.3846	
PARTITION (4,0)	76.9231	22.6512	90.3846	
PARTITION (4,1)	85.5769	22.5888	84.6154	
MEAN			83.6538	22.6122	89.9038	
STDEV			3.4401	0.0417	2.3257	
