				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	22.7448	88.4615	
PARTITION (0,1)	85.5769	22.7292	86.5385	
PARTITION (1,0)	84.6154	22.7760	88.4615	
PARTITION (1,1)	77.8846	22.6980	86.5385	
PARTITION (2,0)	83.6538	22.6824	91.3462	
PARTITION (2,1)	84.6154	22.6980	83.6538	
PARTITION (3,0)	83.6538	22.7136	82.6923	
PARTITION (3,1)	79.8077	22.7292	90.3846	
PARTITION (4,0)	76.9231	22.7448	86.5385	
PARTITION (4,1)	85.5769	22.7292	82.6923	
MEAN			82.3077	22.7246	86.7308	
STDEV			3.0467	0.0259	2.8783	
