				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	84.6154	0.0000	79.8077	
PARTITION (0,1)	77.8846	0.0000	87.5000	
PARTITION (1,0)	75.0000	0.0000	83.6538	
PARTITION (1,1)	83.6538	0.0000	76.9231	
PARTITION (2,0)	85.5769	0.0000	78.8462	
PARTITION (2,1)	79.8077	0.0000	86.5385	
PARTITION (3,0)	81.7308	0.0000	87.5000	
PARTITION (3,1)	85.5769	0.0000	78.8462	
PARTITION (4,0)	79.8077	0.0000	80.7692	
PARTITION (4,1)	77.8846	0.0000	83.6538	
MEAN			81.1538	0.0000	82.4038	
STDEV			3.4722	0.0000	3.7004	
