				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	85.5769	2.9484	90.3846	
PARTITION (0,1)	87.5000	3.3228	87.5000	
PARTITION (1,0)	83.6538	4.3680	87.5000	
PARTITION (1,1)	84.6154	2.0124	85.5769	
PARTITION (2,0)	82.6923	4.2900	86.5385	
PARTITION (2,1)	82.6923	6.5988	91.3462	
PARTITION (3,0)	87.5000	1.8564	84.6154	
PARTITION (3,1)	80.7692	3.1044	93.2692	
PARTITION (4,0)	78.8462	2.7456	89.4231	
PARTITION (4,1)	84.6154	1.8564	81.7308	
MEAN			83.8462	3.3103	87.7885	
STDEV			2.6086	1.3892	3.2478	
