				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	84.3478	0.0000	77.3913	
PARTITION (0,1)	77.3913	0.0000	84.3478	
PARTITION (1,0)	83.0435	0.0000	85.6522	
PARTITION (1,1)	85.6522	0.0000	83.0435	
PARTITION (2,0)	81.7391	0.0156	85.2174	
PARTITION (2,1)	85.2174	0.0156	81.7391	
PARTITION (3,0)	80.4348	0.0156	84.7826	
PARTITION (3,1)	84.7826	0.0156	80.4348	
PARTITION (4,0)	82.6087	0.0156	82.6087	
PARTITION (4,1)	82.6087	0.0000	82.6087	
MEAN			82.7826	0.0078	82.7826	
STDEV			2.3752	0.0078	2.3752	
