				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	93.3099	92.8982	96.4912	
PARTITION (0,1)	95.0877	92.2742	96.8310	
PARTITION (1,0)	94.3662	92.9918	98.9474	
PARTITION (1,1)	96.4912	92.4770	96.1268	
PARTITION (2,0)	96.1268	93.1478	97.1930	
PARTITION (2,1)	94.3860	92.1026	97.8873	
PARTITION (3,0)	95.0704	92.7578	97.1930	
PARTITION (3,1)	95.0877	92.3990	97.1831	
PARTITION (4,0)	96.8310	92.9606	96.8421	
PARTITION (4,1)	95.0877	92.5238	98.2394	
MEAN			95.1845	92.6532	97.2934	
STDEV			1.0078	0.3292	0.8022	
