				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	85.6522	110.3702	92.6087	
PARTITION (0,1)	81.7391	110.1986	92.6087	
PARTITION (1,0)	85.6522	110.4482	92.1739	
PARTITION (1,1)	84.3478	110.2610	93.4783	
PARTITION (2,0)	80.0000	110.3546	93.0435	
PARTITION (2,1)	84.3478	110.3390	91.7391	
PARTITION (3,0)	85.6522	110.4326	93.4783	
PARTITION (3,1)	84.3478	110.3390	93.0435	
PARTITION (4,0)	83.0435	110.6510	93.0435	
PARTITION (4,1)	85.6522	110.5262	92.1739	
MEAN			84.0435	110.3920	92.7391	
STDEV			1.8244	0.1250	0.5520	
