				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.3662	0.0000	94.0351	
PARTITION (0,1)	94.0351	0.0156	94.3662	
PARTITION (1,0)	93.6620	0.0156	94.7368	
PARTITION (1,1)	94.7368	0.0156	94.0141	
PARTITION (2,0)	96.1268	0.0156	95.4386	
PARTITION (2,1)	94.7368	0.0000	95.7747	
PARTITION (3,0)	97.5352	0.0156	94.3860	
PARTITION (3,1)	94.3860	0.0156	97.1831	
PARTITION (4,0)	94.0141	0.0156	95.7895	
PARTITION (4,1)	96.4912	0.0156	93.6620	
MEAN			95.0090	0.0125	94.9386	
STDEV			1.2051	0.0062	1.0331	
