				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	80.7692	22.7448	89.4231	
PARTITION (0,1)	81.7308	22.6356	93.2692	
PARTITION (1,0)	83.6538	22.7292	95.1923	
PARTITION (1,1)	85.5769	22.7448	87.5000	
PARTITION (2,0)	86.5385	22.7136	87.5000	
PARTITION (2,1)	78.8462	22.7760	91.3462	
PARTITION (3,0)	80.7692	22.7916	95.1923	
PARTITION (3,1)	88.4615	22.8228	92.3077	
PARTITION (4,0)	83.6538	22.7448	89.4231	
PARTITION (4,1)	82.6923	22.7292	93.2692	
MEAN			83.2692	22.7433	91.4423	
STDEV			2.7933	0.0475	2.7350	
