				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.3662	0.0156	95.4386	
PARTITION (0,1)	95.4386	0.0156	94.3662	
PARTITION (1,0)	95.0704	0.0000	96.8421	
PARTITION (1,1)	96.8421	0.0000	95.0704	
PARTITION (2,0)	96.1268	0.0000	95.4386	
PARTITION (2,1)	95.4386	0.0156	96.1268	
PARTITION (3,0)	94.7183	0.0156	96.1404	
PARTITION (3,1)	96.1404	0.0000	94.7183	
PARTITION (4,0)	96.4789	0.0000	95.0877	
PARTITION (4,1)	95.0877	0.0000	96.4789	
MEAN			95.5708	0.0062	95.5708	
STDEV			0.7597	0.0076	0.7597	
