				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	84.6154	1.8876	83.6538	
PARTITION (0,1)	81.7308	2.1372	91.3462	
PARTITION (1,0)	75.0000	3.2136	88.4615	
PARTITION (1,1)	83.6538	2.5116	85.5769	
PARTITION (2,0)	85.5769	2.1528	81.7308	
PARTITION (2,1)	79.8077	3.2292	90.3846	
PARTITION (3,0)	75.9615	2.3244	92.3077	
PARTITION (3,1)	85.5769	2.7768	83.6538	
PARTITION (4,0)	79.8077	2.3244	86.5385	
PARTITION (4,1)	82.6923	2.8704	90.3846	
MEAN			81.4423	2.5428	87.4038	
STDEV			3.5732	0.4388	3.5053	
