				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	95.4225	3.9156	96.4912	
PARTITION (0,1)	95.4386	3.9000	95.4225	
PARTITION (1,0)	94.3662	8.5020	95.7895	
PARTITION (1,1)	92.9825	8.0964	96.8310	
PARTITION (2,0)	95.0704	5.2104	96.1404	
PARTITION (2,1)	95.0877	4.3056	97.1831	
PARTITION (3,0)	96.1268	4.6176	94.3860	
PARTITION (3,1)	93.6842	11.1852	98.9437	
PARTITION (4,0)	94.3662	4.0716	95.7895	
PARTITION (4,1)	95.0877	5.7252	96.1268	
MEAN			94.7633	5.9530	96.3103	
STDEV			0.8772	2.3553	1.1448	
