				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7391	104.4734	88.6957	
PARTITION (0,1)	81.7391	104.5670	88.2609	
PARTITION (1,0)	81.3043	104.5670	90.8696	
PARTITION (1,1)	80.0000	104.6606	83.9130	
PARTITION (2,0)	84.3478	104.5358	88.2609	
PARTITION (2,1)	84.3478	104.4734	93.0435	
PARTITION (3,0)	79.5652	104.6138	88.2609	
PARTITION (3,1)	84.3478	104.6606	90.8696	
PARTITION (4,0)	85.2174	104.6138	93.0435	
PARTITION (4,1)	84.3478	104.5046	89.5652	
MEAN			82.6956	104.5670	89.4783	
STDEV			1.9523	0.0765	2.5561	
