				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.3662	93.5690	95.7895	
PARTITION (0,1)	94.3860	92.8826	94.0141	
PARTITION (1,0)	94.7183	93.3974	96.4912	
PARTITION (1,1)	94.3860	92.7266	94.7183	
PARTITION (2,0)	94.7183	93.6782	95.7895	
PARTITION (2,1)	95.0877	93.0698	96.1268	
PARTITION (3,0)	96.1268	93.3974	96.8421	
PARTITION (3,1)	94.3860	92.7578	98.2394	
PARTITION (4,0)	94.3662	93.5846	96.8421	
PARTITION (4,1)	95.4386	92.9918	94.7183	
MEAN			94.7980	93.2055	95.9571	
STDEV			0.5616	0.3423	1.1830	
