				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	94.3662	0.0000	95.4386	
PARTITION (0,1)	95.4386	0.0000	91.5493	
PARTITION (1,0)	93.6620	0.0000	92.6316	
PARTITION (1,1)	93.3333	0.0000	95.4225	
PARTITION (2,0)	95.7747	0.0000	94.3860	
PARTITION (2,1)	94.3860	0.0000	95.7747	
PARTITION (3,0)	96.4789	0.0000	92.2807	
PARTITION (3,1)	94.0351	0.0000	96.8310	
PARTITION (4,0)	94.3662	0.0000	95.4386	
PARTITION (4,1)	97.8947	0.0000	92.9577	
MEAN			94.9736	0.0000	94.2711	
STDEV			1.3430	0.0000	1.6933	
