				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	87.5000	22.4016	91.3462	
PARTITION (0,1)	87.5000	22.4016	89.4231	
PARTITION (1,0)	84.6154	22.4172	92.3077	
PARTITION (1,1)	83.6538	22.3704	90.3846	
PARTITION (2,0)	82.6923	22.3392	92.3077	
PARTITION (2,1)	81.7308	22.3392	89.4231	
PARTITION (3,0)	87.5000	22.3392	88.4615	
PARTITION (3,1)	79.8077	22.4328	93.2692	
PARTITION (4,0)	80.7692	22.3548	90.3846	
PARTITION (4,1)	85.5769	22.4328	86.5385	
MEAN			84.1346	22.3829	90.3846	
STDEV			2.7283	0.0366	1.9228	
