				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	86.9565	104.6606	89.1304	
PARTITION (0,1)	84.3478	104.1926	90.8696	
PARTITION (1,0)	84.3478	104.3486	90.0000	
PARTITION (1,1)	85.6522	104.1926	90.0000	
PARTITION (2,0)	85.2174	107.8586	90.0000	
PARTITION (2,1)	84.3478	110.0894	91.3043	
PARTITION (3,0)	81.7391	103.9274	91.3043	
PARTITION (3,1)	86.0870	103.7870	90.8696	
PARTITION (4,0)	84.3478	104.0210	89.5652	
PARTITION (4,1)	87.3913	103.9118	88.2609	
MEAN			85.0435	105.0990	90.1304	
STDEV			1.5338	2.0141	0.9336	
