				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	81.7308	22.6512	85.5769	
PARTITION (0,1)	77.8846	22.6044	90.3846	
PARTITION (1,0)	75.9615	22.6668	92.3077	
PARTITION (1,1)	83.6538	22.6200	85.5769	
PARTITION (2,0)	84.6154	22.6200	88.4615	
PARTITION (2,1)	78.8462	22.6980	90.3846	
PARTITION (3,0)	81.7308	22.6512	93.2692	
PARTITION (3,1)	88.4615	22.6200	88.4615	
PARTITION (4,0)	85.5769	22.6668	87.5000	
PARTITION (4,1)	80.7692	22.6200	90.3846	
MEAN			81.9231	22.6419	89.2308	
STDEV			3.5926	0.0282	2.4628	
