				FITNESS	TIME	TRAIN FIT	
PARTITION (0,0)	93.6620	93.5534	98.2456	
PARTITION (0,1)	96.1404	92.9606	97.1831	
PARTITION (1,0)	94.3662	93.4754	97.1930	
PARTITION (1,1)	93.3333	92.8670	97.1831	
PARTITION (2,0)	96.8310	93.6938	97.5439	
PARTITION (2,1)	95.0877	93.1946	98.2394	
PARTITION (3,0)	95.7747	93.4598	96.4912	
PARTITION (3,1)	93.3333	92.8982	99.2958	
PARTITION (4,0)	94.0141	93.7094	98.5965	
PARTITION (4,1)	93.3333	93.1322	97.8873	
MEAN			94.5876	93.2944	97.7859	
STDEV			1.2267	0.3078	0.7862	
